product_id,한글명,관심수,모델번호,발매일,발매가,색상,is_womens,oldest_trade_date,TotalCnt_235,TotalAvg_235,TotalCnt_240,TotalAvg_240,TotalCnt_245,TotalAvg_245,TotalCnt_260,TotalAvg_260,TotalCnt_265,TotalAvg_265,TotalCnt_270,TotalAvg_270,Week01_235_Avg,Week01_235_Cnt,Week01_240_Avg,Week01_240_Cnt,Week01_245_Avg,Week01_245_Cnt,Week01_260_Avg,Week01_260_Cnt,Week01_265_Avg,Week01_265_Cnt,Week01_270_Avg,Week01_270_Cnt,Week02_235_Avg,Week02_235_Cnt,Week02_240_Avg,Week02_240_Cnt,Week02_245_Avg,Week02_245_Cnt,Week02_260_Avg,Week02_260_Cnt,Week02_265_Avg,Week02_265_Cnt,Week02_270_Avg,Week02_270_Cnt,Week03_235_Avg,Week03_235_Cnt,Week03_240_Avg,Week03_240_Cnt,Week03_245_Avg,Week03_245_Cnt,Week03_260_Avg,Week03_260_Cnt,Week03_265_Avg,Week03_265_Cnt,Week03_270_Avg,Week03_270_Cnt,Week04_235_Avg,Week04_235_Cnt,Week04_240_Avg,Week04_240_Cnt,Week04_245_Avg,Week04_245_Cnt,Week04_260_Avg,Week04_260_Cnt,Week04_265_Avg,Week04_265_Cnt,Week04_270_Avg,Week04_270_Cnt,Week05_235_Avg,Week05_235_Cnt,Week05_240_Avg,Week05_240_Cnt,Week05_245_Avg,Week05_245_Cnt,Week05_260_Avg,Week05_260_Cnt,Week05_265_Avg,Week05_265_Cnt,Week05_270_Avg,Week05_270_Cnt,Week06_235_Avg,Week06_235_Cnt,Week06_240_Avg,Week06_240_Cnt,Week06_245_Avg,Week06_245_Cnt,Week06_260_Avg,Week06_260_Cnt,Week06_265_Avg,Week06_265_Cnt,Week06_270_Avg,Week06_270_Cnt,Week07_235_Avg,Week07_235_Cnt,Week07_240_Avg,Week07_240_Cnt,Week07_245_Avg,Week07_245_Cnt,Week07_260_Avg,Week07_260_Cnt,Week07_265_Avg,Week07_265_Cnt,Week07_270_Avg,Week07_270_Cnt,Week08_235_Avg,Week08_235_Cnt,Week08_240_Avg,Week08_240_Cnt,Week08_245_Avg,Week08_245_Cnt,Week08_260_Avg,Week08_260_Cnt,Week08_265_Avg,Week08_265_Cnt,Week08_270_Avg,Week08_270_Cnt,Week09_235_Avg,Week09_235_Cnt,Week09_240_Avg,Week09_240_Cnt,Week09_245_Avg,Week09_245_Cnt,Week09_260_Avg,Week09_260_Cnt,Week09_265_Avg,Week09_265_Cnt,Week09_270_Avg,Week09_270_Cnt,Week10_235_Avg,Week10_235_Cnt,Week10_240_Avg,Week10_240_Cnt,Week10_245_Avg,Week10_245_Cnt,Week10_260_Avg,Week10_260_Cnt,Week10_265_Avg,Week10_265_Cnt,Week10_270_Avg,Week10_270_Cnt,Week11_235_Avg,Week11_235_Cnt,Week11_240_Avg,Week11_240_Cnt,Week11_245_Avg,Week11_245_Cnt,Week11_260_Avg,Week11_260_Cnt,Week11_265_Avg,Week11_265_Cnt,Week11_270_Avg,Week11_270_Cnt,Week12_235_Avg,Week12_235_Cnt,Week12_240_Avg,Week12_240_Cnt,Week12_245_Avg,Week12_245_Cnt,Week12_260_Avg,Week12_260_Cnt,Week12_265_Avg,Week12_265_Cnt,Week12_270_Avg,Week12_270_Cnt,Week13_235_Avg,Week13_235_Cnt,Week13_240_Avg,Week13_240_Cnt,Week13_245_Avg,Week13_245_Cnt,Week13_260_Avg,Week13_260_Cnt,Week13_265_Avg,Week13_265_Cnt,Week13_270_Avg,Week13_270_Cnt,Week14_235_Avg,Week14_235_Cnt,Week14_240_Avg,Week14_240_Cnt,Week14_245_Avg,Week14_245_Cnt,Week14_260_Avg,Week14_260_Cnt,Week14_265_Avg,Week14_265_Cnt,Week14_270_Avg,Week14_270_Cnt,Week15_235_Avg,Week15_235_Cnt,Week15_240_Avg,Week15_240_Cnt,Week15_245_Avg,Week15_245_Cnt,Week15_260_Avg,Week15_260_Cnt,Week15_265_Avg,Week15_265_Cnt,Week15_270_Avg,Week15_270_Cnt,Week16_235_Avg,Week16_235_Cnt,Week16_240_Avg,Week16_240_Cnt,Week16_245_Avg,Week16_245_Cnt,Week16_260_Avg,Week16_260_Cnt,Week16_265_Avg,Week16_265_Cnt,Week16_270_Avg,Week16_270_Cnt,Week17_235_Avg,Week17_235_Cnt,Week17_240_Avg,Week17_240_Cnt,Week17_245_Avg,Week17_245_Cnt,Week17_260_Avg,Week17_260_Cnt,Week17_265_Avg,Week17_265_Cnt,Week17_270_Avg,Week17_270_Cnt,Week18_235_Avg,Week18_235_Cnt,Week18_240_Avg,Week18_240_Cnt,Week18_245_Avg,Week18_245_Cnt,Week18_260_Avg,Week18_260_Cnt,Week18_265_Avg,Week18_265_Cnt,Week18_270_Avg,Week18_270_Cnt,Week19_235_Avg,Week19_235_Cnt,Week19_240_Avg,Week19_240_Cnt,Week19_245_Avg,Week19_245_Cnt,Week19_260_Avg,Week19_260_Cnt,Week19_265_Avg,Week19_265_Cnt,Week19_270_Avg,Week19_270_Cnt,Week20_235_Avg,Week20_235_Cnt,Week20_240_Avg,Week20_240_Cnt,Week20_245_Avg,Week20_245_Cnt,Week20_260_Avg,Week20_260_Cnt,Week20_265_Avg,Week20_265_Cnt,Week20_270_Avg,Week20_270_Cnt,Week21_235_Avg,Week21_235_Cnt,Week21_240_Avg,Week21_240_Cnt,Week21_245_Avg,Week21_245_Cnt,Week21_260_Avg,Week21_260_Cnt,Week21_265_Avg,Week21_265_Cnt,Week21_270_Avg,Week21_270_Cnt,Week22_235_Avg,Week22_235_Cnt,Week22_240_Avg,Week22_240_Cnt,Week22_245_Avg,Week22_245_Cnt,Week22_260_Avg,Week22_260_Cnt,Week22_265_Avg,Week22_265_Cnt,Week22_270_Avg,Week22_270_Cnt,Week23_235_Avg,Week23_235_Cnt,Week23_240_Avg,Week23_240_Cnt,Week23_245_Avg,Week23_245_Cnt,Week23_260_Avg,Week23_260_Cnt,Week23_265_Avg,Week23_265_Cnt,Week23_270_Avg,Week23_270_Cnt,Week24_235_Avg,Week24_235_Cnt,Week24_240_Avg,Week24_240_Cnt,Week24_245_Avg,Week24_245_Cnt,Week24_260_Avg,Week24_260_Cnt,Week24_265_Avg,Week24_265_Cnt,Week24_270_Avg,Week24_270_Cnt,Week25_235_Avg,Week25_235_Cnt,Week25_240_Avg,Week25_240_Cnt,Week25_245_Avg,Week25_245_Cnt,Week25_260_Avg,Week25_260_Cnt,Week25_265_Avg,Week25_265_Cnt,Week25_270_Avg,Week25_270_Cnt,Week26_235_Avg,Week26_235_Cnt,Week26_240_Avg,Week26_240_Cnt,Week26_245_Avg,Week26_245_Cnt,Week26_260_Avg,Week26_260_Cnt,Week26_265_Avg,Week26_265_Cnt,Week26_270_Avg,Week26_270_Cnt
775768,뉴발란스 로버 SD2510 블랙,294,SD2510BK,26/01/30,139000.0,Black,0,2026-01-31,,,57.0,170614,,,26.0,158846,,,9.0,147889,,,172464,28.0,,,151818,11.0,,,132250,4.0,,,161235,17.0,,,162500,12.0,,,153000,3.0,,,179583,12.0,,,170000,3.0,,,171500,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23854,(W) 뉴발란스 993 메이드 인 USA 그레이 - B 스탠다드,38000,WR993GL,18/08/20,279000.0,GREY/WHITE,1,2020-06-13,6.0,235000,6.0,240000,4.0,245000,7.0,260000,3.0,265000,7.0,270000,,,,,,,260000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1.0,,,,,,,260000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,265000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,1.0,270000,1.0,,,,,,,,,,,,,,,240000,4.0,,,260000,2.0,,,270000,1.0,235000,3.0,240000,1.0,245000,1.0,,,,,,,235000,3.0,240000,1.0,245000,3.0,260000,3.0,265000,1.0,270000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464516,뉴발란스 992 메이드 인 USA 코어 네이비,4649,U992NY,25/03/21,309000.0,Navy,0,2025-03-25,18.0,342556,30.0,339733,26.0,352923,113.0,359920,138.0,369116,195.0,348631,400000,1.0,412500,2.0,387500,2.0,410800,5.0,420400,10.0,401778,9.0,,,,,,,415875,8.0,417750,8.0,403562,16.0,380000,1.0,377667,3.0,390000,1.0,406600,5.0,419800,5.0,398273,11.0,367500,2.0,387000,1.0,374000,2.0,413000,5.0,425900,10.0,393200,10.0,379000,3.0,,,377000,3.0,402714,7.0,414778,9.0,392700,10.0,,,377500,2.0,377500,2.0,393333,3.0,418167,6.0,369375,8.0,340000,2.0,381000,2.0,355000,1.0,364444,9.0,372778,9.0,351769,13.0,,,,,340000,1.0,349375,8.0,340455,11.0,338500,14.0,350000,1.0,340000,1.0,367000,2.0,348500,8.0,336900,10.0,342636,11.0,,,334000,2.0,330000,1.0,334286,7.0,341000,5.0,333600,5.0,,,324000,3.0,332000,2.0,322750,4.0,328000,1.0,326500,8.0,,,,,,,329143,7.0,334714,7.0,319111,9.0,,,325500,2.0,334000,1.0,325000,2.0,344750,4.0,323333,9.0,319000,1.0,,,330000,1.0,331800,5.0,341750,4.0,335667,6.0,,,300500,2.0,,,325500,2.0,344400,5.0,320800,5.0,,,300000,1.0,349000,1.0,340500,2.0,333600,5.0,310500,4.0,,,322500,2.0,340000,1.0,330833,6.0,,,311800,5.0,,,,,,,337000,4.0,342000,2.0,304600,5.0,284500,2.0,297000,1.0,,,336500,2.0,335000,3.0,313000,4.0,,,292667,3.0,,,339400,5.0,330667,3.0,311333,6.0,279000,1.0,,,315500,2.0,335000,1.0,333000,2.0,316000,10.0,,,329000,1.0,,,,,329000,1.0,315500,2.0,332000,2.0,330000,1.0,310000,1.0,338500,2.0,,,310250,4.0,,,,,340000,1.0,335000,2.0,329375,8.0,314000,1.0,329000,1.0,,,320000,1.0,342500,2.0,340333,6.0,318000,6.0,324000,1.0,319000,1.0,,,342000,2.0,364500,4.0,314000,4.0
393121,뉴발란스 미니머스 MT10O 슬레이트 그레이 실버 메탈릭,17000,MT10OAB,24/11/22,159000.0,Slate Grey/Silver Metallic,0,2024-11-24,88.0,236693,82.0,224976,73.0,229288,31.0,216581,40.0,226050,27.0,222481,,,230000,1.0,230000,1.0,215000,1.0,,,220000,1.0,,,,,,,219000,1.0,,,,,,,229000,1.0,216500,2.0,,,229000,2.0,,,238000,1.0,,,,,233000,1.0,,,,,270000,2.0,225000,1.0,224000,1.0,,,,,,,,,,,224000,1.0,,,,,,,,,,,300000,1.0,300000,1.0,229000,2.0,217500,2.0,,,,,358000,1.0,,,,,,,300000,1.0,330000,2.0,,,,,235000,1.0,,,349000,1.0,,,,,200000,1.0,310000,1.0,,,,,,,,,,,244000,1.0,,,290000,1.0,362000,1.0,,,,,270000,2.0,,,300000,1.0,,,339000,1.0,,,244000,1.0,,,300000,1.0,390000,1.0,370000,1.0,309000,1.0,279000,1.0,,,340000,1.0,,,,,,,,,260000,2.0,,,,,,,270000,1.0,269500,2.0,,,339000,1.0,,,369000,1.0,,,,,,,357200,5.0,,,,,,,340000,1.0,290000,1.0,,,,,,,275000,1.0,,,,,300000,2.0,295000,2.0,275000,2.0,307000,1.0,350000,1.0,330000,1.0,237500,2.0,,,262667,3.0,,,357000,1.0,,,235500,6.0,233200,5.0,249600,5.0,241000,1.0,229000,1.0,,,232500,12.0,220833,12.0,218600,5.0,208250,4.0,212000,5.0,206200,5.0,209571,14.0,207913,23.0,207667,18.0,216000,6.0,199667,6.0,251000,3.0,208750,20.0,211810,21.0,215300,20.0,184286,7.0,187125,8.0,197250,8.0,215294,17.0,226333,12.0,216800,10.0,181500,4.0,176000,4.0,212500,4.0
432750,뉴발란스 1906L 리치 오크 블랙 시멘트,5305,U1906LNS,25/02/05,239000.0,Rich Oak/Black Cement,0,2025-02-06,14.0,271429,14.0,273500,22.0,259682,57.0,296035,41.0,302488,66.0,301318,,,368000,1.0,,,313333,3.0,340000,1.0,296500,4.0,,,,,270000,1.0,303500,2.0,303000,1.0,307000,1.0,299000,1.0,,,269000,1.0,295000,3.0,307000,2.0,320000,3.0,273667,3.0,292000,3.0,274333,3.0,314500,8.0,312167,6.0,306875,16.0,282000,1.0,280000,1.0,267750,4.0,302625,8.0,302000,5.0,298125,8.0,,,250000,1.0,266500,2.0,293000,4.0,306250,4.0,298333,3.0,276500,2.0,,,259000,1.0,293800,5.0,285857,7.0,296000,5.0,,,230000,1.0,244500,2.0,288167,6.0,293333,3.0,,,250000,1.0,251500,2.0,244000,1.0,294000,3.0,296000,5.0,303800,5.0,256000,2.0,275000,2.0,246500,2.0,283000,6.0,309000,1.0,294600,5.0,264667,3.0,256500,2.0,250000,1.0,299000,3.0,347000,1.0,292000,4.0,,,,,253000,2.0,,,295000,1.0,301000,3.0,289000,1.0,259000,1.0,253000,2.0,279667,3.0,319000,2.0,296000,4.0,,,,,,,273000,3.0,293500,2.0,303400,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426574,뉴발란스 1906A 슬레이트 그레이 레인클라우드,659,U1906AC,25/01/22,239000.0,Slate Grey/Raincloud/Drift Red,0,2025-01-23,2.0,338500,7.0,269143,3.0,277333,5.0,273000,5.0,308000,7.0,253429,,,,,,,,,,,255000,1.0,,,,,,,250000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,280000,1.0,,,300000,1.0,,,,,,,,,,,,,285000,1.0,,,,,,,,,,,,,303000,1.0,,,370000,1.0,,,,,,,320000,1.0,,,,,,,,,,,,,,,,,254500,2.0,,,,,,,,,,,270000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308000,1.0,,,,,,,,,,,,,,,,,285000,1.0,,,,,,,,,,,281000,2.0,,,,,,,,,,,,,,,,,287000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,377000,1.0,262000,1.0,,,,,,,,,,,,,,,262000,2.0,,,250000,1.0,,,,,209000,1.0,,,,,240000,1.0,,,,,,,,,,,,,,,,,,,341000,1.0,295000,1.0,,,,,250000,1.0,,,,,,,250000,1.0,,,240000,1.0,,,250000,1.0,,,,
90805,뉴발란스 530 화이트 실버,55000,MR530AD,23/01/06,119000.0,WHITE/SILVER,0,2022-12-31,371.0,129593,385.0,130582,287.0,130331,226.0,122956,202.0,123624,181.0,124094,121000,2.0,102000,3.0,117333,3.0,,,119000,3.0,,,100917,12.0,100900,10.0,103062,16.0,100000,1.0,101000,1.0,101500,2.0,104000,10.0,104875,8.0,108833,6.0,107000,3.0,103500,4.0,104000,3.0,134125,8.0,120167,6.0,131286,7.0,135667,3.0,128000,4.0,124250,4.0,121500,6.0,122125,8.0,126667,3.0,119000,1.0,132667,3.0,131667,3.0,109900,20.0,111500,12.0,120818,11.0,114500,12.0,118500,10.0,112429,7.0,129083,12.0,126824,17.0,128417,12.0,121500,8.0,121778,9.0,131300,10.0,130105,19.0,131875,24.0,134769,13.0,121778,9.0,118556,18.0,121429,7.0,127125,24.0,133154,13.0,132400,10.0,117222,9.0,114786,14.0,118900,10.0,129043,23.0,128360,25.0,126800,20.0,122333,12.0,117111,9.0,126545,11.0,126806,31.0,124862,29.0,120190,21.0,124333,15.0,117786,14.0,121600,10.0,128259,27.0,127931,29.0,124300,20.0,119600,10.0,119417,12.0,111625,8.0,127789,19.0,123556,18.0,130091,22.0,113750,16.0,120818,11.0,113500,10.0,133364,22.0,127808,26.0,138296,27.0,117647,17.0,120909,11.0,118846,13.0,149300,20.0,142324,34.0,145000,8.0,122909,11.0,123889,9.0,128722,18.0,157571,14.0,161909,11.0,155308,13.0,121636,11.0,128533,15.0,132889,18.0,155143,14.0,147045,22.0,155111,9.0,130542,24.0,137182,11.0,146714,7.0,140429,21.0,150217,23.0,147385,13.0,137867,15.0,150091,11.0,138750,8.0,129653,49.0,131500,52.0,133703,37.0,128212,33.0,129792,24.0,124900,20.0,118000,18.0,119800,15.0,120375,16.0,117062,16.0,117222,9.0,115833,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24794,뉴발란스 878 트리플 블랙,16000,CM878XL,19/08/01,149000.0,Black,0,2020-09-06,,,1.0,99000,,,19.0,116842,7.0,107714,28.0,117964,,,,,,,119000,1.0,,,120571,7.0,,,,,,,116000,1.0,,,107000,2.0,,,,,,,115000,1.0,,,105000,1.0,,,,,,,,,,,109000,2.0,,,,,,,97000,2.0,,,,,,,,,,,112000,1.0,,,100000,1.0,,,,,,,113000,1.0,,,,,,,,,,,108667,3.0,,,109000,2.0,,,,,,,,,,,120000,1.0,,,,,,,,,110000,1.0,,,,,,,,,,,104000,1.0,109000,1.0,,,,,,,,,98500,2.0,129000,1.0,,,,,,,,,,,115000,1.0,,,,,,,115000,1.0,,,,,,,,,,,,,,,100000,1.0,,,99000,1.0,,,107000,1.0,,,,,,,,,,,,,109000,1.0,115000,1.0,,,,,,,129000,1.0,105000,1.0,,,,,,,,,129000,1.0,,,,,,,,,,,129000,1.0,,,,,,,,,,,,,,,,,,,,,,,129000,2.0,,,124500,2.0,,,,,,,129000,1.0,,,,,,,,,,,,,,,140000,2.0,,,,,,,129000,1.0,129000,1.0,129000,1.0,,,,,,,,,,,129000,2.0
101218,뉴발란스 530 프리미엄 빈티지 그레이 매터,45000,MR530TG,23/02/23,159000.0,Grey Matter,0,2023-02-22,16.0,157875,8.0,164375,3.0,163667,10.0,152600,3.0,161000,7.0,151571,157875,16.0,164375,8.0,163667,3.0,152600,10.0,161000,3.0,151571,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584497,뉴발란스 740 화이트 그레이,529,U740PH2,,,White/Grey/Metallic,0,2025-08-31,18.0,89889,30.0,105633,17.0,97412,33.0,96303,19.0,99421,32.0,95219,,,,,,,,,160000,1.0,,,,,130000,1.0,,,,,,,,,,,134500,2.0,,,,,,,,,,,132500,2.0,,,,,,,120000,1.0,,,,,,,100000,1.0,,,100000,1.0,,,123500,2.0,,,108000,2.0,,,,,,,,,,,108000,2.0,,,108000,1.0,,,130000,1.0,,,104000,3.0,,,108000,1.0,,,135000,1.0,155000,1.0,,,,,107000,2.0,,,115000,1.0,,,,,,,,,,,113500,2.0,,,102000,1.0,,,98000,1.0,,,115000,1.0,,,102000,1.0,154000,1.0,,,,,105000,1.0,,,102000,1.0,,,103000,1.0,,,114000,1.0,,,102000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,1.0,98000,1.0,131000,1.0,,,123000,1.0,114000,1.0,,,99000,1.0,,,157000,1.0,,,,,151000,1.0,101500,2.0,,,,,,,,,,,98000,1.0,110000,1.0,99000,1.0,99000,1.0,104000,1.0,99000,1.0,,,100500,2.0,99000,1.0,99000,1.0,92000,1.0,90000,1.0,99000,6.0,96667,3.0,96500,2.0,89714,7.0,86000,1.0,85333,3.0,87750,4.0,86750,4.0,88571,7.0,83286,7.0,82167,6.0,83333,6.0,80000,4.0,82667,6.0,86000,7.0,86000,1.0,85600,5.0,85667,3.0,81500,2.0,,,85200,5.0,,,,,,,,,,,,
388308,뉴발란스 1906A 씨 솔트 문빔,236,M1906AB,24/11/20,239000.0,Sea Salt/Moonbeam/Astro Dust,0,2024-12-11,1.0,229000,3.0,253667,,,4.0,212000,1.0,305000,3.0,160000,,,263000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262000,1.0,,,,,,,,,,,,,,,,,,,250000,1.0,,,266000,1.0,,,,,229000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,1.0,,,160000,1.0,,,,,,,,,,,,,,,,,,,,,,,160000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226052,뉴발란스 1906R 실버 메탈릭 씨 솔트,9563,M1906REE,24/01/12,179000.0,Silver Metallic/Sea Salt,0,2024-01-11,220.0,197973,240.0,194167,184.0,184766,82.0,170476,61.0,172180,85.0,170353,,,149000,1.0,,,,,162000,1.0,,,156000,1.0,156000,1.0,,,,,167000,1.0,,,155750,4.0,155000,3.0,,,,,,,160000,1.0,157500,4.0,156250,4.0,156167,6.0,,,,,157000,1.0,155167,6.0,155500,6.0,153000,2.0,154800,5.0,,,,,158600,5.0,160500,8.0,153800,5.0,,,155000,1.0,,,165000,4.0,163800,5.0,156500,4.0,157333,3.0,155500,2.0,153000,2.0,161000,9.0,160500,8.0,157000,4.0,160000,2.0,154000,2.0,164500,2.0,177889,9.0,160308,13.0,157250,8.0,163000,2.0,159000,1.0,157000,5.0,209154,13.0,182353,17.0,162857,7.0,178750,4.0,160500,2.0,177667,3.0,218286,7.0,197000,18.0,180778,9.0,171667,3.0,170750,4.0,173600,5.0,211500,14.0,215071,14.0,190714,14.0,173000,5.0,173600,5.0,180400,5.0,217273,11.0,221765,17.0,196417,12.0,181667,3.0,189000,1.0,168375,8.0,223167,6.0,247125,8.0,195889,9.0,178000,5.0,195000,6.0,171714,7.0,228438,16.0,224917,12.0,188100,10.0,181500,4.0,184667,3.0,167429,7.0,219267,15.0,207214,14.0,184900,10.0,184000,1.0,184000,1.0,186333,6.0,229800,10.0,223900,10.0,206312,16.0,167833,6.0,169500,4.0,166333,3.0,196238,21.0,196250,16.0,197333,9.0,163000,5.0,166778,9.0,167571,7.0,190812,16.0,182824,17.0,187643,14.0,172200,10.0,172000,3.0,173667,3.0,190300,10.0,185308,13.0,182778,9.0,171333,3.0,171000,3.0,166000,6.0,195091,11.0,199100,10.0,187750,8.0,170000,4.0,172500,2.0,170833,6.0,197125,8.0,215000,5.0,196545,11.0,171400,5.0,172333,3.0,168000,1.0,191400,10.0,194500,6.0,188667,9.0,175333,3.0,176250,4.0,171500,4.0,183500,6.0,183571,7.0,189500,4.0,172250,4.0,,,177667,3.0,191500,2.0,215000,3.0,183667,3.0,171000,2.0,166000,1.0,,,167000,2.0,184500,4.0,166000,1.0,165000,3.0,165500,2.0,,
298493,뉴발란스 1906R 실버 메탈릭 블랙,3663,M1906RER,24/06/21,179000.0,Silver Metallic/Black,0,2024-06-17,73.0,165370,79.0,167278,44.0,162886,47.0,162660,49.0,166327,55.0,157818,194000,1.0,,,,,176000,1.0,,,179000,1.0,165000,1.0,,,166000,1.0,155000,1.0,166500,2.0,164333,3.0,,,162333,3.0,161500,4.0,160000,1.0,132000,1.0,145000,1.0,,,163000,1.0,158000,1.0,161000,1.0,159600,5.0,,,,,151000,2.0,155000,1.0,,,150000,1.0,152250,4.0,149000,5.0,161000,1.0,,,167000,2.0,173000,2.0,156000,2.0,156333,3.0,163000,1.0,158500,4.0,169333,3.0,164500,2.0,156000,1.0,167000,3.0,166375,8.0,166000,1.0,160000,2.0,169750,4.0,161000,2.0,165125,8.0,165500,2.0,164500,2.0,165667,3.0,170333,3.0,165333,3.0,171333,3.0,168857,7.0,163333,3.0,155000,1.0,165750,4.0,158000,3.0,167500,6.0,160500,4.0,172500,2.0,165000,1.0,186333,3.0,157750,4.0,165625,8.0,174000,11.0,164000,4.0,181500,2.0,169667,3.0,162333,3.0,160500,2.0,173000,1.0,,,198000,1.0,178000,1.0,161333,3.0,162667,3.0,169167,6.0,180500,2.0,165000,4.0,,,160333,3.0,160667,3.0,162500,2.0,161500,2.0,144000,2.0,186500,2.0,157000,1.0,173500,2.0,164000,2.0,,,159500,2.0,,,158667,3.0,170500,2.0,162000,3.0,159000,1.0,159500,2.0,155000,1.0,159000,1.0,154750,4.0,165700,10.0,159500,2.0,159000,2.0,158000,2.0,159000,1.0,165600,5.0,169500,2.0,161000,1.0,161500,2.0,160000,1.0,155000,2.0,174667,3.0,166000,2.0,160000,1.0,158667,3.0,163500,2.0,154000,1.0,175333,3.0,169500,2.0,150000,1.0,162000,2.0,182000,2.0,153000,1.0,164000,3.0,178000,3.0,158000,3.0,163500,2.0,164000,1.0,,,169000,1.0,175000,1.0,161000,1.0,151500,2.0,152000,1.0,157750,4.0,169500,2.0,176500,2.0,164857,7.0,163000,2.0,150500,2.0,,,178500,2.0,155000,2.0,,,156000,2.0,162750,4.0,152500,6.0,,,173000,1.0,,,158000,1.0,,,148500,2.0
455044,뉴발란스 1906A 잉크웰 씨 솔트,228,U1906ANB,25/03/05,239000.0,Inkwell/Sea Salt/Faded Plum,0,2025-03-14,1.0,349000,1.0,240000,2.0,283500,1.0,200000,8.0,284000,,,,,,,,,,,284500,2.0,,,,,,,,,,,272000,1.0,,,,,,,,,,,,,,,,,,,,,,,253000,1.0,,,,,,,,,,,,,,,,,,,,,,,250000,1.0,,,,,,,,,,,,,,,,,,,299000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,210000,1.0,,,,,,,,,,,,,,,349000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279000,1.0,,,,,240000,1.0,,,200000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268000,1.0,,,,,,
